,Name,Team,Pos,COMP,PATT,PYDS,PTD,INT,RATT,RYDS,RTD,REC,TAR,REYDS,RETD,TOT,LOST,G,Last year,Two years ago,Value,Old_Value
283,Juwan Johnson,NO,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,142.0,1.0,0.0,0.0,8.0,92.8,13.2,1.8900327051240855,1.89
284,Juwann Winfree,IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.7,6.2,0.01528502067973386,0.01
285,K.J. Osborn,MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,55.0,418.0,2.0,1.0,0.0,11.0,103.6,86.0,4.666955707250311,4.66
286,KaVontae Turpin,DAL,WR,0.0,0.0,0.0,0.0,0.0,8.0,79.0,1.0,11.0,16.0,123.0,3.0,1.0,0.0,9.0,1.7,0.0,3.6578780009323335,3.65
287,Kadarius Toney,KC,WR,0.0,1.0,0.0,0.0,0.0,8.0,9.0,0.0,22.0,30.0,139.0,1.0,1.0,0.0,10.0,53.4,47.5,2.1730329690342858,2.17
288,Kalif Raymond,DET,WR,0.0,0.0,0.0,0.0,0.0,5.0,58.0,0.0,26.0,34.0,372.0,1.0,0.0,0.0,11.0,65.2,97.3,3.5283788728160075,3.52
289,Kareem Hunt,CLE,RB,0.0,0.0,0.0,0.0,0.0,101.0,334.0,6.0,10.0,13.0,59.0,0.0,0.0,0.0,10.0,91.8,86.0,6.385387792356129,6.38
290,Kayshon Boutte,NE,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.11810062103133068,0.11
291,Ke'Shawn Vaughn,TB,RB,0.0,0.0,0.0,0.0,0.0,24.0,42.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,5.0,7.2,44.8,0.3498784442779818,
292,Keaontay Ingram,ARI,RB,0.0,0.0,0.0,0.0,0.0,35.0,74.0,0.0,4.0,4.0,26.0,0.0,0.0,0.0,7.0,14.1,0.0,0.7586789608760102,0.75
293,Keaton Mitchell,BAL,RB,0.0,0.0,0.0,0.0,0.0,29.0,269.0,2.0,5.0,6.0,61.0,0.0,0.0,0.0,4.0,0.0,0.0,2.9537832310838446,
294,Keenan Allen,LAC,WR,1.0,1.0,49.0,1.0,0.0,2.0,6.0,0.0,102.0,138.0,1175.0,7.0,2.0,1.0,12.0,106.1,161.6,13.23719726825969,13.23
295,Keith Kirkwood,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,21.0,0.0,0.0,0.0,5.0,1.8,1.6,0.16219628105465647,0.16
296,Kendre Miller,NO,RB,0.0,0.0,0.0,0.0,0.0,28.0,83.0,0.0,9.0,10.0,111.0,0.0,0.0,0.0,6.0,0.0,0.0,1.2918200408997955,1.29
297,Kendrick Bourne,NE,WR,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,37.0,55.0,406.0,4.0,1.0,1.0,8.0,53.3,128.4,5.495209699727678,5.49
298,Kene Nwangwu,MIN,RB,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,7.0,0.07433451413933363,0.07
299,Kenneth Gainwell,PHI,RB,0.0,0.0,0.0,0.0,0.0,59.0,207.0,2.0,23.0,28.0,130.0,0.0,2.0,1.0,11.0,92.8,98.0,4.3405146269539285,4.34
300,Kenneth Walker,SEA,RB,0.0,0.0,0.0,0.0,0.0,149.0,613.0,6.0,17.0,23.0,173.0,1.0,0.0,0.0,10.0,188.1,0.0,9.957189898684565,9.95
301,Kenny Pickett,PIT,QB,201.0,324.0,2070.0,6.0,4.0,42.0,54.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,189.9,0.0,7.680550626766695,7.68
302,Kenyan Drake,BAL,RB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,31.0,0.0,1.0,1.0,1.0,87.1,72.5,0.9299726513415625,0.92
303,KhaDarel Hodge,ATL,WR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,16.0,199.0,0.0,1.0,0.0,8.0,26.2,13.1,1.2774713123613215,1.27
304,Khalil Herbert,CHI,RB,0.0,0.0,0.0,0.0,0.0,73.0,331.0,0.0,14.0,23.0,103.0,1.0,1.0,1.0,7.0,108.8,61.5,4.115897763749808,4.11
305,Khalil Shakir,BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,410.0,2.0,1.0,0.0,11.0,31.2,0.0,3.767092666185255,3.76
306,Khari Blasingame,CHI,RB,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.13292433537832313,
307,Kirk Cousins,MIN,QB,216.0,311.0,2331.0,18.0,5.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,8.0,392.6,360.6,12.44137949456153,12.44
308,Ko Kieft,TB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,-1.4244740154648445,-1.42
309,Kwamie Lassiter,CIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.027911520480078153,
310,Kyle Juszczyk,SF,FB,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,22.7,24.9,0.2681480615254719,0.26
311,Kyle Philips,TEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,166.0,0.0,1.0,1.0,7.0,7.8,0.0,1.0142384515927165,1.01
312,Kyle Pitts,ATL,TE,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,0.0,41.0,68.0,492.0,1.0,0.0,0.0,12.0,47.6,135.8,5.582115585700571,5.58
313,Kyle Trask,TB,QB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
314,Kylen Granson,IND,TE,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,20.0,34.0,247.0,1.0,0.0,0.0,10.0,30.2,10.0,2.6317786355682937,2.63
315,Kyler Murray,ARI,QB,79.0,130.0,864.0,3.0,2.0,23.0,106.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,234.2,365.8,5.2813130426646975,5.28
316,Kyren Williams,LAR,RB,0.0,0.0,0.0,0.0,0.0,134.0,687.0,7.0,22.0,35.0,190.0,3.0,1.0,0.0,8.0,21.5,0.0,10.890952915222835,10.89
317,La'Mical Perine,KC,RB,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.1,0.005112474437627812,
318,Lamar Jackson,BAL,QB,228.0,334.0,2618.0,13.0,5.0,112.0,574.0,5.0,0.0,0.0,0.0,0.0,11.0,6.0,12.0,274.5,296.8,13.577168648689893,13.57
319,Latavius Murray,BUF,RB,0.0,0.0,0.0,0.0,0.0,70.0,280.0,3.0,16.0,20.0,98.0,0.0,0.0,0.0,12.0,112.7,93.6,5.02782493401865,5.02
320,Laviska Shenault,CAR,WR,0.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,10.0,10.0,60.0,0.0,0.0,0.0,6.0,45.7,102.2,0.9432746843826774,0.94
321,Lawrence Cager,NYG,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,27.0,1.0,0.0,0.0,2.0,19.8,0.0,-0.010102709353791761,-0.01
322,Lil'Jordan Humphrey,DEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,65.0,1.0,0.0,0.0,7.0,2.0,84.9,1.0721656164022269,
323,Logan Thomas,WAS,TE,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,45.0,63.0,424.0,3.0,2.0,2.0,12.0,38.3,22.5,7.13238998059434,7.13
324,Lucas Krull,DEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.5,
325,Luke Farrell,JAX,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,120.0,0.0,0.0,0.0,7.0,4.0,16.3,-0.031925497092519795,-0.03
326,Luke Musgrave,GB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,45.0,341.0,1.0,0.0,0.0,10.0,0.0,0.0,3.7008528793066837,3.7
327,Luke Schoonmaker,DAL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,61.0,2.0,0.0,0.0,10.0,0.0,0.0,1.360195456415565,
328,Lynn Bowden,NO,WR,0.0,0.0,0.0,0.0,0.0,4.0,34.0,0.0,2.0,5.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,0.2509594585165027,
329,Mac Jones,NE,QB,224.0,345.0,2120.0,10.0,12.0,26.0,96.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,11.0,222.1,312.4,7.7772556088763,7.77
330,Mack Hollins,ATL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,29.0,247.0,0.0,0.0,0.0,8.0,97.2,89.0,2.232781020507376,2.23
331,Malik Heath,GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,68.0,0.0,0.0,0.0,7.0,0.0,0.0,0.3999720884795199,
332,Malik Taylor,NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,13.0,0.0,0.0,0.0,2.0,0.0,1.7,0.09318958900286092,
333,Malik Willis,TEN,QB,4.0,5.0,74.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.5,0.0,0.44987159318610104,0.44
334,Marcedes Lewis,CHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,24.0,0.0,0.0,0.0,3.0,18.6,19.3,-1.1157467047952347,-1.11
335,Marcus Mariota,PHI,QB,2.0,3.0,16.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05224412253621468,0.05
336,Mark Andrews,BAL,TE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,61.0,544.0,6.0,1.0,0.0,10.0,122.8,187.3,11.84969145801794,11.84
337,Marquez Valdes-Scantling,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,33.0,273.0,1.0,1.0,1.0,12.0,104.6,53.7,3.054322445393508,3.05
338,Marquise Brown,ARI,WR,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,51.0,101.0,574.0,4.0,0.0,0.0,13.0,89.0,122.8,6.86709876947763,6.86
339,Marquise Goodwin,CLE,WR,0.0,0.0,0.0,0.0,0.0,2.0,37.0,0.0,3.0,11.0,10.0,0.0,0.0,0.0,6.0,63.2,49.2,0.8222030687088052,0.82
340,Marvin Jones,DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,35.0,0.0,1.0,1.0,4.0,81.9,115.3,0.979731918403448,0.97
341,Marvin Mims,DEN,WR,0.0,0.0,0.0,0.0,0.0,7.0,18.0,0.0,16.0,23.0,287.0,1.0,1.0,1.0,11.0,0.0,0.0,2.2270951085060355,2.22
342,Matt Breida,NYG,RB,0.0,0.0,0.0,0.0,0.0,50.0,125.0,1.0,14.0,17.0,74.0,0.0,1.0,0.0,12.0,50.4,37.7,2.441889396244441,2.44
343,Matthew Stafford,LAR,QB,230.0,379.0,2768.0,16.0,9.0,17.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,151.3,524.2,10.750222576801375,10.75
344,Mecole Hardman,NYJ,WR,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,9.0,13.0,47.0,0.0,1.0,1.0,6.0,282.0,450.0,2.9195777169146684,2.91
345,Melvin Gordon,BAL,RB,0.0,0.0,0.0,0.0,0.0,13.0,53.0,0.0,3.0,3.0,46.0,0.0,0.0,0.0,2.0,66.1,173.1,1.141020781229487,1.14
346,Michael Burton,DEN,FB,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.8,11.0,0.05035304665231754,0.05
347,Michael Carter,NYJ,RB,0.0,0.0,0.0,0.0,0.0,16.0,82.0,0.0,12.0,16.0,56.0,0.0,0.0,0.0,8.0,174.0,240.8,2.513541612655181,2.51
348,Michael Gallup,DAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,47.0,357.0,1.0,0.0,0.0,12.0,77.0,78.8,3.370606361972092,3.37
349,Michael Mayer,LV,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,33.0,251.0,1.0,0.0,0.0,10.0,0.0,0.0,2.5419030166693206,2.54
350,Michael Pittman,IND,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,127.0,889.0,4.0,1.0,0.0,12.0,119.5,134.7,9.059549267842698,9.05
351,Michael Thomas,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,64.0,448.0,1.0,0.0,0.0,10.0,35.1,0.0,3.587379151768089,3.58
352,Michael Wilson,ARI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,39.0,435.0,2.0,0.0,0.0,9.0,0.0,0.0,3.649187076966018,3.64
353,Mike Boone,HOU,RB,0.0,0.0,0.0,0.0,0.0,5.0,23.0,0.0,2.0,2.0,16.0,0.0,1.0,0.0,5.0,19.6,5.4,0.424657737257978,0.42
354,Mike Evans,TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,103.0,1012.0,10.0,0.0,0.0,12.0,155.8,186.7,13.269154591489663,13.26
355,Mike Gesicki,NE,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,32.0,182.0,1.0,0.0,0.0,11.0,73.7,114.8,2.2512005667597927,2.25
356,Mike Strachan,CAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,45.0,0.0,0.0,0.0,2.0,5.9,2.3,0.2594885962980897,0.25
357,Mike White,MIA,QB,3.0,4.0,70.0,1.0,1.0,4.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,78.5,67.6,0.8393050329324272,0.83
358,Mike Williams,LAC,WR,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,19.0,26.0,249.0,1.0,0.0,0.0,3.0,113.5,165.7,3.0863710984210977,3.08
359,Miles Boykin,PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,3.0,1.1,0.4,0.09477621915868899,0.09
360,Miles Sanders,CAR,RB,0.0,0.0,0.0,0.0,0.0,105.0,325.0,1.0,22.0,35.0,126.0,0.0,2.0,2.0,11.0,227.8,94.0,5.43243279867938,5.43
361,Mitch Trubisky,PIT,QB,29.0,49.0,273.0,2.0,2.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,94.4,10.8,1.6225369908813303,1.62
362,Mitchell Wilcox,CIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,30.0,0.0,0.0,0.0,5.0,21.8,1.3,-0.9601619651066131,-0.96
363,Mo Alie-Cox,IND,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,102.0,1.0,0.0,0.0,8.0,36.9,132.3,0.8818238549071884,0.88
364,MyCole Pruitt,ATL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,64.0,1.0,0.0,0.0,6.0,39.0,11.4,0.5019905883627978,0.5
365,Najee Harris,PIT,RB,0.0,0.0,0.0,0.0,0.0,159.0,661.0,4.0,21.0,29.0,130.0,0.0,1.0,0.0,12.0,186.5,229.5,8.45313829257144,8.45
366,Nate Adkins,DEN,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,-1.1813830891330892,
367,Nelson Agholor,BAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28.0,282.0,3.0,1.0,0.0,11.0,48.2,54.3,3.9375271308850426,3.93
368,Nick Bawden,NYJ,FB,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5551124744376279,
369,Nick Chubb,CLE,RB,0.0,0.0,0.0,0.0,0.0,28.0,170.0,0.0,4.0,4.0,21.0,0.0,0.0,0.0,2.0,254.4,197.3,3.1684385008213423,3.16
370,Nick Westbrook-Ikhine,TEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,39.0,309.0,3.0,0.0,0.0,11.0,57.7,65.9,4.233082282733237,4.23
371,Nico Collins,HOU,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,85.0,991.0,6.0,0.0,0.0,11.0,60.1,53.3,9.6940582466152,9.69
372,Noah Brown,HOU,WR,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,21.0,30.0,439.0,1.0,0.0,0.0,6.0,77.4,15.3,3.5732468678497042,3.57
373,Noah Fant,SEA,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,304.0,0.0,0.0,0.0,11.0,73.7,89.7,2.404012675243097,2.4
374,Noah Gray,KC,TE,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,29.0,246.0,2.0,0.0,0.0,12.0,45.7,14.6,3.7935802315749196,3.79
375,Odell Beckham,BAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,47.0,408.0,2.0,1.0,1.0,10.0,0.0,67.1,3.517479589700649,
376,Olamide Zaccheaus,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,116.0,2.0,0.0,0.0,8.0,72.0,64.6,2.560351416633261,2.56
377,PJ Walker,CLE,QB,54.0,111.0,674.0,1.0,5.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,52.5,23.4,1.5983140242857754,1.59
378,Parker Washington,JAX,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,61.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0179680413090504,1.01
379,Parris Campbell,NYG,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27.0,104.0,0.0,0.0,0.0,8.0,86.1,25.5,1.5980894260572513,1.59
380,Pat Freiermuth,PIT,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,209.0,2.0,0.0,0.0,7.0,85.2,92.8,3.615509238003016,3.61
381,Patrick Mahomes,KC,QB,301.0,444.0,3127.0,22.0,10.0,57.0,331.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,12.0,556.1,554.6,16.572728425195024,16.57
382,Patrick Taylor,GB,RB,0.0,0.0,0.0,0.0,0.0,16.0,71.0,0.0,6.0,12.0,32.0,0.0,0.0,0.0,6.0,3.1,15.2,0.7516702833676985,0.75
383,Payne Durham,TB,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,33.0,0.0,0.0,0.0,5.0,0.0,0.0,-1.0759496336996337,-1.07
384,Peyton Hendershot,DAL,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,22.3,0.0,-1.3240058173072806,-1.32
385,Pharaoh Brown,NE,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,170.0,1.0,0.0,0.0,4.0,7.2,14.1,1.4003088251994882,1.4
386,Phillip Dorsett,DEN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,31.7,36.2,0.2850206797338608,0.28
387,Pierre Strong,CLE,RB,0.0,0.0,0.0,0.0,0.0,37.0,173.0,1.0,3.0,4.0,38.0,0.0,0.0,0.0,8.0,19.2,0.0,1.8840998459546454,1.88
388,Puka Nacua,LAR,WR,0.0,0.0,0.0,0.0,0.0,5.0,45.0,0.0,77.0,118.0,1029.0,4.0,1.0,0.0,12.0,0.0,0.0,8.55711394878236,8.55
389,Quentin Johnston,LAC,WR,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,26.0,44.0,242.0,1.0,0.0,0.0,12.0,0.0,0.0,2.1699113809224757,2.16
390,Quez Watkins,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,49.0,0.0,0.0,0.0,3.0,54.3,103.6,0.8289165397479237,0.82
391,Quintin Morris,BUF,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,26.0,1.0,0.0,0.0,2.0,16.2,0.0,-0.06604603639054862,-0.06
392,Rachaad White,TB,RB,0.0,0.0,0.0,0.0,0.0,176.0,643.0,5.0,46.0,51.0,386.0,1.0,1.0,1.0,12.0,102.8,0.0,10.925934302175278,10.92
393,Raheem Blackshear,CAR,RB,0.0,0.0,0.0,0.0,0.0,12.0,36.0,0.0,5.0,5.0,41.0,0.0,0.0,0.0,5.0,32.6,0.0,0.8241286729189443,0.82
394,Raheem Mostert,MIA,RB,0.0,0.0,0.0,0.0,0.0,162.0,828.0,14.0,21.0,28.0,166.0,2.0,4.0,1.0,12.0,139.3,2.0,15.709024910189243,15.7
395,Rakim Jarrett,TB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,60.0,0.0,0.0,0.0,5.0,0.0,0.0,0.32754169283371715,
396,Randall Cobb,NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,20.0,0.0,0.0,0.0,6.0,47.7,63.2,0.570740000736059,0.57
397,Rashaad Penny,PHI,RB,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,48.2,115.7,0.5358455339534128,0.53
398,Rashee Rice,KC,WR,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,52.0,65.0,591.0,5.0,0.0,0.0,12.0,0.0,0.0,6.696183099574349,6.69
399,Rashid Shaheed,NO,WR,0.0,0.0,0.0,0.0,0.0,6.0,33.0,0.0,33.0,55.0,534.0,3.0,1.0,1.0,11.0,72.5,0.0,5.594188996855514,5.59
400,Rashod Bateman,BAL,WR,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,22.0,36.0,236.0,1.0,0.0,0.0,11.0,40.5,61.5,2.4971415348106434,2.49
401,Ray-Ray McCloud,SF,WR,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,9.0,11.0,113.0,0.0,1.0,0.0,6.0,44.1,40.5,1.1376320663568418,1.13
402,Rhamondre Stevenson,NE,RB,0.0,0.0,0.0,0.0,0.0,156.0,619.0,4.0,38.0,51.0,238.0,0.0,1.0,1.0,12.0,182.1,108.9,9.321623165126397,9.32
403,Richie James,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,18.0,0.0,1.0,1.0,3.0,89.7,0.0,0.9204584029317586,0.92
404,Rico Dowdle,DAL,RB,0.0,0.0,0.0,0.0,0.0,63.0,261.0,1.0,11.0,12.0,76.0,2.0,0.0,0.0,12.0,0.0,0.0,3.739570552147239,
405,River Cracraft,MIA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,103.0,1.0,0.0,0.0,4.0,22.2,0.0,1.4311653394829025,1.43
406,Robbie Chosen,MIA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,107.0,1.0,0.0,0.0,3.0,26.6,73.7,1.3892947084768796,1.38
407,Robert Tonyan,CHI,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,58.0,0.0,0.0,0.0,7.0,59.0,26.8,-0.4372275663942744,-0.43
408,Robert Woods,HOU,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,57.0,326.0,1.0,0.0,0.0,9.0,64.7,64.7,3.170523429220649,3.17
409,Rodney Williams,PIT,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.5,
410,Romeo Doubs,GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,74.0,505.0,7.0,0.0,0.0,12.0,61.6,0.0,8.062300454869698,8.06
411,Rondale Moore,ARI,WR,0.0,0.0,0.0,0.0,0.0,23.0,156.0,1.0,29.0,47.0,260.0,1.0,0.0,0.0,13.0,47.5,63.1,4.016991445515487,4.01
412,Ronnie Bell,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,51.0,1.0,0.0,0.0,4.0,0.0,0.0,0.9372339683204243,0.93
413,Ronnie Rivers,LAR,RB,0.0,0.0,0.0,0.0,0.0,13.0,57.0,0.0,3.0,3.0,14.0,0.0,0.0,0.0,3.0,5.0,0.0,0.5034460339296937,0.5
414,Roschon Johnson,CHI,RB,0.0,0.0,0.0,0.0,0.0,54.0,232.0,1.0,24.0,28.0,131.0,0.0,1.0,0.0,10.0,0.0,0.0,3.205828220858896,3.2
415,Ross Dwelley,SF,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,2.0,16.5,5.7,-1.269031417493823,-1.26
416,Royce Freeman,LAR,RB,0.0,0.0,0.0,0.0,0.0,64.0,292.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,15.0,15.4,2.7142235823616785,2.71
417,Russell Wilson,DEN,QB,233.0,345.0,2385.0,21.0,7.0,63.0,310.0,2.0,0.0,0.0,0.0,0.0,7.0,4.0,12.0,286.0,286.0,13.50972054935314,13.5
418,Ryan Tannehill,TEN,QB,98.0,158.0,1128.0,2.0,6.0,12.0,40.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,200.6,355.9,4.148924739339034,4.14
419,Salvon Ahmed,MIA,RB,0.0,0.0,0.0,0.0,0.0,22.0,61.0,1.0,16.0,23.0,88.0,1.0,0.0,0.0,7.0,17.2,26.6,2.5342756246118068,2.53
420,Sam Darnold,SF,QB,2.0,3.0,7.0,0.0,0.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,107.8,214.6,0.7825243064219293,0.78
421,Sam Howell,WAS,QB,335.0,509.0,3466.0,18.0,14.0,40.0,243.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,13.0,22.0,0.0,13.01876061196307,13.01
422,Sam LaPorta,DET,TE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,86.0,679.0,6.0,0.0,0.0,12.0,0.0,0.0,12.992989223337048,12.99
423,Samaje Perine,DEN,RB,0.0,0.0,0.0,0.0,0.0,37.0,174.0,1.0,33.0,37.0,326.0,0.0,2.0,1.0,11.0,119.4,54.2,5.172430349545788,5.17
424,Samori Toure,GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,62.0,0.0,0.0,0.0,5.0,14.2,0.0,0.48312809193274864,0.48
